SITE_ID,DATEON,DATEOFF,variable_SO2,variable_SO4,variable_HNO3,variable_NO3,variable_TNO3,variable_NH4,variable_CA,variable_K,variable_MG,variable_Sodium,days_on_to_off,valid_on_off,days_to_next,valid_interval,imputation_data
VIN140,2015-10-27,2015-11-03,0.832,1.031,0.776,0.376,1.14,0.391,0.221,0.051,0.02,0.015,7,True,7.0,True,False
VIN140,2015-11-03,2015-11-10,1.375,1.3,0.874,1.152,2.012,0.546,0.484,0.076,0.041,0.03,7,True,7.0,True,False
VIN140,2015-11-10,2015-11-17,2.843,1.03,1.172,0.866,2.019,0.468,0.697,0.072,0.051,0.04,7,True,7.0,True,False
VIN140,2015-11-17,2015-11-24,1.796,0.541,0.554,0.753,1.299,0.297,0.239,0.045,0.027,0.066,7,True,7.0,True,False
VIN140,2015-11-24,2015-12-01,1.596,1.369,0.704,1.373,2.066,0.698,0.282,0.059,0.046,0.215,7,True,7.0,True,False
VIN140,2015-12-01,2015-12-08,1.469,1.802,0.517,2.968,3.477,1.507,0.147,0.047,0.014,0.032,7,True,7.0,True,False
VIN140,2015-12-08,2015-12-15,1.711,2.294,0.96,1.426,2.371,0.82,0.414,0.079,0.049,0.191,7,True,7.0,True,False
VIN140,2015-12-15,2015-12-22,1.606,1.219,0.579,0.933,1.503,0.554,0.276,0.043,0.031,0.065,7,True,7.0,True,False
VIN140,2015-12-22,2015-12-29,0.821,1.122,0.605,0.617,1.213,0.52,0.084,0.038,0.016,0.068,7,True,7.0,True,False
VIN140,2015-12-29,2016-01-05,1.794,1.354,0.672,1.597,2.258,0.866,0.141,0.027,0.016,0.032,7,True,7.0,True,False
VIN140,2016-01-05,2016-01-12,2.477,1.098,0.545,2.152,2.688,0.78,0.391,0.06,0.038,0.126,7,True,7.0,True,False
VIN140,2016-01-12,2016-01-19,2.307,1.446,0.377,2.621,2.992,1.125,0.385,0.042,0.035,0.118,7,True,7.0,True,False
VIN140,2016-01-19,2016-01-26,4.438,2.394,0.756,5.17,5.915,2.102,0.311,0.066,0.032,0.255,7,True,7.0,True,False
VIN140,2016-01-26,2016-02-02,3.009,1.438,0.878,1.913,2.777,0.837,0.34,0.049,0.036,0.176,7,True,7.0,True,False
VIN140,2016-02-02,2016-02-09,2.071,1.258,0.685,1.625,2.299,0.776,0.379,0.042,0.036,0.075,7,True,7.0,True,False
VIN140,2016-02-09,2016-02-16,2.315,1.833,0.398,2.918,3.31,1.286,0.381,0.039,0.065,0.155,7,True,7.0,True,False
VIN140,2016-02-16,2016-02-23,1.899,2.869,1.424,3.503,4.904,1.709,0.349,0.072,0.048,0.225,7,True,7.0,True,False
VIN140,2016-02-23,2016-03-01,2.377,1.222,1.22,1.174,2.374,0.562,0.474,0.042,0.042,0.069,7,True,7.0,True,False
VIN140,2016-03-01,2016-03-08,2.32,2.059,1.468,1.667,3.112,1.051,0.327,0.045,0.031,0.065,7,True,7.0,True,False
VIN140,2016-03-08,2016-03-15,1.026,1.486,0.599,1.703,2.293,0.717,0.255,0.06,0.048,0.247,7,True,7.0,True,False
VIN140,2016-03-15,2016-03-22,2.348,0.981,0.698,1.001,1.688,0.523,0.368,0.036,0.042,0.047,7,True,7.0,True,False
VIN140,2016-03-22,2016-03-29,1.454,1.336,0.774,1.082,1.844,0.594,0.579,0.058,0.05,0.12,7,True,7.0,True,False
VIN140,2016-03-29,2016-04-05,1.639,0.973,0.737,0.545,1.27,0.461,0.519,0.048,0.046,0.028,7,True,7.0,True,False
VIN140,2016-04-05,2016-04-12,0.914,0.933,0.491,0.878,1.361,0.424,0.463,0.043,0.042,0.025,7,True,7.0,True,False
VIN140,2016-04-12,2016-04-19,2.01,1.329,1.831,0.551,2.353,0.553,0.951,0.088,0.073,0.074,7,True,7.0,True,False
VIN140,2016-04-19,2016-04-26,1.42,2.016,1.983,0.86,2.812,0.637,0.823,0.085,0.071,0.068,7,True,7.0,True,False
VIN140,2016-04-26,2016-05-03,0.709,1.551,0.888,0.761,1.635,0.675,0.233,0.073,0.026,0.037,7,True,7.0,True,False
VIN140,2016-05-03,2016-05-10,0.688,1.192,0.944,0.599,1.528,0.485,0.599,0.067,0.067,0.021,7,True,7.0,True,False
VIN140,2016-05-10,2016-05-17,0.839,1.221,0.629,0.468,1.086,0.468,0.304,0.075,0.037,0.054,7,True,7.0,True,False
VIN140,2016-05-17,2016-05-24,0.81,1.47,1.448,0.456,1.881,0.658,0.505,0.066,0.064,0.021,7,True,7.0,True,False
VIN140,2016-05-24,2016-05-31,1.307,1.631,0.874,0.824,1.684,0.548,1.564,0.095,0.09,0.114,7,True,7.0,True,False
VIN140,2016-05-31,2016-06-07,0.913,1.553,1.326,0.623,1.928,0.54,1.073,0.081,0.072,0.026,7,True,7.0,True,False
VIN140,2016-06-07,2016-06-14,1.766,1.721,1.813,0.928,2.713,0.707,2.319,0.108,0.1,0.044,7,True,7.0,True,False
VIN140,2016-06-14,2016-06-21,1.241,1.84,1.762,0.845,2.578,0.664,1.654,0.101,0.095,0.164,7,True,7.0,True,False
VIN140,2016-06-21,2016-06-28,1.539,2.347,1.628,1.076,2.678,0.621,2.119,0.094,0.125,0.106,7,True,7.0,True,False
VIN140,2016-06-28,2016-07-05,0.798,1.087,1.016,0.728,1.728,0.356,0.999,0.095,0.086,0.019,7,True,7.0,True,False
VIN140,2016-07-05,2016-07-12,1.042,1.787,0.956,0.445,1.385,0.631,0.558,0.091,0.058,0.071,7,True,7.0,True,False
VIN140,2016-07-12,2016-07-19,0.679,1.684,0.733,0.75,1.471,0.42,0.923,0.097,0.086,0.129,7,True,7.0,True,False
VIN140,2016-07-19,2016-07-26,1.801,3.943,1.941,0.51,2.42,1.118,0.773,0.087,0.071,0.06,7,True,7.0,True,False
VIN140,2016-07-26,2016-08-02,0.826,1.876,0.866,0.416,1.269,0.541,0.792,0.076,0.058,0.024,7,True,7.0,True,False
VIN140,2016-08-02,2016-08-09,0.727,2.646,1.339,0.528,1.845,0.964,1.082,0.078,0.082,0.029,7,True,7.0,True,False
VIN140,2016-08-09,2016-08-16,1.063,1.914,0.68,0.56,1.229,0.637,0.725,0.069,0.055,0.094,7,True,7.0,True,False
VIN140,2016-08-16,2016-08-23,0.784,1.63,0.613,0.199,0.802,0.543,0.505,0.067,0.04,0.027,7,True,7.0,True,False
VIN140,2016-08-23,2016-08-30,1.121,2.4,0.903,0.584,1.473,0.707,0.957,0.108,0.076,0.14,7,True,7.0,True,False
VIN140,2016-08-30,2016-09-06,0.818,1.621,0.8,0.339,1.126,0.58,0.743,0.086,0.06,0.026,7,True,7.0,True,False
VIN140,2016-09-06,2016-09-13,0.919,1.576,0.503,0.536,1.031,0.497,1.288,0.123,0.073,0.086,7,True,7.0,True,False
VIN140,2016-09-13,2016-09-20,1.249,2.254,0.968,0.386,1.338,0.491,0.922,0.139,0.066,0.021,7,True,7.0,True,False
VIN140,2016-09-20,2016-09-27,1.755,3.242,1.672,0.855,2.501,0.933,1.591,0.16,0.101,0.033,7,True,7.0,True,False
VIN140,2016-09-27,2016-10-04,0.468,1.132,0.635,0.602,1.227,0.397,0.448,0.08,0.041,0.015,7,True,7.0,True,False
VIN140,2016-10-04,2016-10-11,1.275,1.506,0.818,0.773,1.578,0.422,2.356,0.134,0.089,0.042,7,True,7.0,True,False
VIN140,2016-10-11,2016-10-18,1.588,1.359,0.64,1.089,1.719,0.419,2.57,0.108,0.092,0.205,7,True,7.0,True,False
VIN140,2016-10-18,2016-10-25,1.247,1.223,0.609,1.218,1.817,0.386,1.191,0.09,0.136,0.102,7,True,7.0,True,False
VIN140,2016-10-25,2016-11-01,2.277,1.925,0.878,1.567,2.431,0.707,1.237,0.105,0.098,0.143,7,True,7.0,True,False
VIN140,2016-11-01,2016-11-08,1.742,1.298,0.936,1.477,2.398,0.44,1.507,0.111,0.084,0.12,7,True,7.0,True,False
VIN140,2016-11-08,2016-11-15,1.991,0.951,0.905,1.017,1.907,0.401,1.034,0.074,0.074,0.028,7,True,7.0,True,False
VIN140,2016-11-15,2016-11-22,1.713,1.105,0.818,2.086,2.891,0.544,1.98,0.104,0.123,0.061,7,True,7.0,True,False
VIN140,2016-11-22,2016-11-29,1.533,1.608,0.468,2.844,3.305,1.265,0.291,0.049,0.024,0.027,7,True,7.0,True,False
VIN140,2016-11-29,2016-12-06,1.023,0.975,0.358,1.105,1.457,0.526,0.268,0.033,0.019,0.016,7,True,7.0,True,False
VIN140,2016-12-06,2016-12-13,1.177,1.552,0.282,2.588,2.865,1.085,0.49,0.046,0.044,0.044,7,True,7.0,True,False
VIN140,2016-12-13,2016-12-20,2.082,1.168,0.36,2.979,3.334,1.004,0.564,0.062,0.052,0.193,7,True,7.0,True,False
VIN140,2016-12-20,2016-12-27,1.64,1.948,0.461,3.266,3.72,1.488,0.2,0.067,0.022,0.165,7,True,7.0,True,False
VIN140,2016-12-27,2017-01-03,1.082,1.038,0.443,1.443,1.879,0.633,0.256,0.042,0.024,0.048,7,True,7.0,True,False
VIN140,2017-01-03,2017-01-10,2.6,1.211,0.324,2.705,3.024,0.95,0.42,0.04,0.056,0.264,7,True,7.0,True,False
VIN140,2017-01-10,2017-01-17,1.121,1.567,0.361,3.993,4.348,1.581,0.095,0.062,0.035,0.257,7,True,7.0,True,False
VIN140,2017-01-17,2017-01-24,1.328,1.847,0.734,1.651,2.373,1.059,0.113,0.045,0.015,0.041,7,True,7.0,True,False
VIN140,2017-01-24,2017-01-31,1.511,1.617,0.549,1.693,2.233,0.971,0.302,0.032,0.033,0.034,7,True,7.0,True,False
VIN140,2017-01-31,2017-02-07,1.238,1.498,0.506,2.179,2.677,0.892,0.576,0.065,0.063,0.079,7,True,7.0,True,False
VIN140,2017-02-07,2017-02-14,2.309,1.622,0.735,2.221,2.944,0.858,0.372,0.059,0.066,0.25,7,True,7.0,True,False
VIN140,2017-02-14,2017-02-21,2.331,1.572,1.185,1.506,2.673,0.399,1.073,0.083,0.07,0.046,7,True,7.0,True,False
VIN140,2017-02-21,2017-02-28,1.537,1.325,0.857,1.291,2.135,0.699,0.389,0.111,0.044,0.132,7,True,7.0,True,False
VIN140,2017-02-28,2017-03-07,1.397,1.362,0.918,0.945,1.849,0.606,0.283,0.061,0.046,0.188,7,True,7.0,True,False
VIN140,2017-03-07,2017-03-14,1.384,0.826,0.621,1.286,1.897,0.541,0.441,0.06,0.054,0.049,7,True,7.0,True,False
VIN140,2017-03-14,2017-03-21,2.078,1.76,1.008,1.849,2.841,0.913,0.439,0.061,0.042,0.105,7,True,7.0,True,False
VIN140,2017-03-21,2017-03-28,1.835,1.394,0.875,1.519,2.38,0.528,0.644,0.081,0.078,0.304,7,True,7.0,True,False
VIN140,2017-03-28,2017-04-04,1.066,1.52,1.114,0.982,2.079,0.714,0.309,0.047,0.027,0.04,7,True,7.0,True,False
VIN140,2017-04-04,2017-04-11,1.66,1.173,0.976,0.442,1.403,0.48,0.49,0.056,0.046,0.065,7,True,7.0,True,False
VIN140,2017-04-11,2017-04-18,1.705,1.355,1.58,0.808,2.363,0.509,1.182,0.113,0.095,0.134,7,True,7.0,True,False
VIN140,2017-04-18,2017-04-25,1.147,1.252,1.111,0.733,1.827,0.478,0.666,0.087,0.071,0.131,7,True,7.0,True,False
VIN140,2017-04-25,2017-05-02,1.108,1.281,0.575,0.969,1.534,0.44,1.015,0.112,0.057,0.064,7,True,7.0,True,False
VIN140,2017-05-02,2017-05-09,1.306,1.314,1.376,0.635,1.989,0.531,0.598,0.061,0.068,0.027,7,True,7.0,True,False
VIN140,2017-05-09,2017-05-16,1.865,2.284,1.623,0.975,2.572,0.84,1.287,0.085,0.114,0.052,7,True,7.0,True,False
VIN140,2017-05-16,2017-05-23,1.438,1.697,0.808,0.96,1.755,0.538,2.032,0.088,0.083,0.178,7,True,7.0,True,False
VIN140,2017-05-23,2017-05-30,1.263,2.076,1.364,0.834,2.177,0.779,0.813,0.072,0.066,0.056,7,True,7.0,True,False
VIN140,2017-05-30,2017-06-06,1.561,1.414,1.477,0.741,2.194,0.502,2.253,0.108,0.103,0.037,7,True,7.0,True,False
VIN140,2017-06-06,2017-06-13,3.4066,3.6402,2.014,1.0028,2.9848,1.2148,1.3955,0.1123,0.1102,0.0805,7,True,7.0,True,True
VIN140,2017-06-13,2017-06-20,1.19,1.649,1.038,0.927,1.949,0.544,2.235,0.087,0.094,0.117,7,True,7.0,True,False
VIN140,2017-06-20,2017-06-27,0.974,1.016,0.731,0.5,1.219,0.328,1.748,0.062,0.091,0.037,7,True,7.0,True,False
VIN140,2017-06-27,2017-07-04,1.01,1.533,0.881,0.609,1.476,0.499,2.413,0.114,0.087,0.031,7,True,7.0,True,False
VIN140,2017-07-04,2017-07-11,1.343,2.453,1.353,0.498,1.83,0.616,1.483,0.199,0.114,0.028,7,True,7.0,True,False
VIN140,2017-07-11,2017-07-18,0.963,2.091,0.806,0.703,1.495,0.451,2.57,0.079,0.102,0.047,7,True,7.0,True,False
VIN140,2017-07-18,2017-07-25,1.075,2.527,0.968,0.579,1.532,0.486,1.978,0.14,0.083,0.038,7,True,7.0,True,False
VIN140,2017-07-25,2017-08-01,0.721,1.484,0.849,0.556,1.392,0.579,0.844,0.084,0.071,0.025,7,True,7.0,True,False
VIN140,2017-08-01,2017-08-08,1.081,1.546,0.528,0.583,1.103,0.499,1.725,0.091,0.092,0.03,7,True,7.0,True,False
VIN140,2017-08-08,2017-08-15,1.038,2.07,0.967,0.494,1.445,0.6,1.597,0.067,0.095,0.022,7,True,7.0,True,False
VIN140,2017-08-15,2017-08-22,1.135,2.205,0.733,0.586,1.307,0.657,1.785,0.089,0.09,0.062,7,True,7.0,True,False
VIN140,2017-08-22,2017-08-29,0.996,1.337,0.909,0.512,1.407,0.512,0.876,0.08,0.093,0.031,7,True,7.0,True,False
VIN140,2017-08-29,2017-09-05,1.117,1.901,0.973,0.604,1.562,0.715,1.431,0.102,0.112,0.027,7,True,7.0,True,False
VIN140,2017-09-05,2017-09-12,1.194,0.983,0.492,0.665,1.149,0.386,1.512,0.064,0.111,0.027,7,True,7.0,True,False
VIN140,2017-09-12,2017-09-19,1.099,2.53,1.036,0.515,1.535,0.973,0.695,0.106,0.061,0.054,7,True,7.0,True,False
VIN140,2017-09-19,2017-09-26,1.099,3.444,1.413,0.326,1.717,0.93,1.209,0.149,0.081,0.075,7,True,7.0,True,False
VIN140,2017-09-26,2017-10-03,1.077,1.245,0.724,0.724,1.436,0.399,1.762,0.112,0.119,0.08,7,True,7.0,True,False
VIN140,2017-10-03,2017-10-10,1.29,1.457,0.522,1.429,1.942,0.365,1.3,0.12,0.11,0.351,7,True,7.0,True,False
VIN140,2017-10-10,2017-10-17,1.101,1.698,0.904,0.337,1.226,0.657,0.353,0.064,0.034,0.044,7,True,7.0,True,False
VIN140,2017-10-17,2017-10-24,1.566,0.856,0.861,0.788,1.635,0.303,1.521,0.109,0.082,0.153,7,True,7.0,True,False
VIN140,2017-10-24,2017-10-31,0.959,0.619,0.342,0.867,1.203,0.272,0.97,0.075,0.108,0.025,7,True,7.0,True,False
VIN140,2017-10-31,2017-11-07,0.92,2.08,0.68,1.671,2.34,1.009,0.245,0.067,0.039,0.124,7,True,7.0,True,False
VIN140,2017-11-07,2017-11-14,0.934,1.321,0.743,2.685,3.417,1.073,0.54,0.078,0.061,0.026,7,True,7.0,True,False
VIN140,2017-11-14,2017-11-21,1.641,1.773,0.78,1.93,2.697,1.027,0.341,0.071,0.038,0.043,7,True,7.0,True,False
VIN140,2017-11-21,2017-11-28,2.843,0.769,1.072,1.085,2.14,0.406,0.917,0.073,0.08,0.047,7,True,7.0,True,False
VIN140,2017-11-28,2017-12-05,3.051,1.073,0.909,2.827,3.721,0.572,1.704,0.112,0.105,0.058,7,True,7.0,True,False
VIN140,2017-12-05,2017-12-12,1.46,0.69,0.41,1.547,1.95,0.405,1.209,0.06,0.083,0.028,7,True,7.0,True,False
VIN140,2017-12-12,2017-12-19,2.078,1.391,0.451,2.651,3.095,0.778,0.958,0.063,0.071,0.033,7,True,7.0,True,False
VIN140,2017-12-19,2017-12-26,1.289,1.832,0.434,4.204,4.63,1.798,0.307,0.066,0.037,0.082,7,True,7.0,True,False
VIN140,2017-12-26,2018-01-02,3.026,1.167,0.362,4.741,5.098,1.615,0.605,0.054,0.057,0.281,7,True,7.0,True,False
VIN140,2018-01-02,2018-01-09,2.218,1.378,0.369,4.29,4.653,1.457,0.572,0.063,0.057,0.281,7,True,7.0,True,False
VIN140,2018-01-09,2018-01-16,1.518,1.491,0.347,2.546,2.888,1.235,0.154,0.051,0.033,0.214,7,True,7.0,True,False
VIN140,2018-01-16,2018-01-23,3.623,1.532,0.835,2.936,3.758,1.112,0.276,0.071,0.039,0.286,7,True,7.0,True,False
VIN140,2018-01-23,2018-01-30,0.976,1.159,0.656,1.776,2.422,0.716,0.246,0.053,0.032,0.113,7,True,7.0,True,False
VIN140,2018-01-30,2018-02-06,2.418,1.014,0.547,2.163,2.701,0.757,0.66,0.047,0.081,0.152,7,True,7.0,True,False
VIN140,2018-02-06,2018-02-13,2.012,1.932,0.435,7.587,8.015,2.828,0.273,0.089,0.033,0.309,7,True,7.0,True,False
VIN140,2018-02-13,2018-02-20,1.171,1.935,1.065,2.218,3.266,1.047,0.181,0.06,0.039,0.259,7,True,7.0,True,False
VIN140,2018-02-20,2018-02-27,0.76,0.837,0.567,0.985,1.542,0.479,0.16,0.068,0.022,0.091,7,True,7.0,True,False
VIN140,2018-02-27,2018-03-06,1.226,0.983,0.843,1.244,2.073,0.583,0.335,0.067,0.034,0.057,7,True,7.0,True,False
VIN140,2018-03-06,2018-03-13,6.1279,2.4112,1.0577,2.7784,3.8192,1.3907,0.5674,0.0803,0.0662,0.1684,7,True,7.0,True,True
VIN140,2018-03-13,2018-03-20,1.196,1.314,0.549,2.702,3.242,0.976,0.755,0.065,0.064,0.058,7,True,7.0,True,False
VIN140,2018-03-20,2018-03-27,1.5,1.012,0.647,2.23,2.867,0.778,0.417,0.054,0.068,0.118,7,True,7.0,True,False
VIN140,2018-03-27,2018-04-03,0.819,1.43,0.589,2.185,2.764,1.139,0.127,0.044,0.027,0.053,7,True,7.0,True,False
VIN140,2018-04-03,2018-04-10,1.715,1.517,0.833,1.478,2.298,0.771,0.28,0.049,0.052,0.106,7,True,7.0,True,False
VIN140,2018-04-10,2018-04-17,1.518,1.514,1.091,0.829,1.903,0.526,0.859,0.075,0.059,0.078,7,True,7.0,True,False
VIN140,2018-04-17,2018-04-24,1.284,0.969,1.175,0.793,1.949,0.39,0.645,0.067,0.063,0.053,7,True,7.0,True,False
VIN140,2018-04-24,2018-05-01,0.977,0.841,1.416,0.442,1.836,0.389,0.665,0.065,0.073,0.033,7,True,7.0,True,False
VIN140,2018-05-01,2018-05-08,1.882,1.385,1.068,0.931,1.983,0.561,1.19,0.097,0.085,0.127,7,True,7.0,True,False
VIN140,2018-05-08,2018-05-15,1.601,2.135,1.287,1.112,2.378,0.785,3.336,0.146,0.124,0.239,7,True,7.0,True,False
VIN140,2018-05-15,2018-05-22,0.847,2.211,1.232,1.448,2.66,0.655,1.216,0.082,0.105,0.042,7,True,7.0,True,False
VIN140,2018-05-22,2018-05-29,0.925,1.816,2.192,0.649,2.805,0.679,1.368,0.083,0.097,0.035,7,True,7.0,True,False
VIN140,2018-05-29,2018-06-05,0.692,1.044,1.036,0.405,1.425,0.407,0.423,0.081,0.052,0.024,7,True,7.0,True,False
VIN140,2018-06-05,2018-06-12,1.237,1.884,1.599,1.074,2.648,0.567,1.815,0.098,0.116,0.042,7,True,7.0,True,False
VIN140,2018-06-12,2018-06-19,0.903,2.227,1.5,0.71,2.186,0.753,1.626,0.124,0.098,0.137,7,True,7.0,True,False
VIN140,2018-06-19,2018-06-26,0.786,1.722,0.528,0.573,1.092,0.429,0.92,0.098,0.075,0.079,7,True,7.0,True,False
VIN140,2018-06-26,2018-07-03,1.128,2.497,1.105,0.596,1.683,0.832,1.02,0.117,0.09,0.112,7,True,7.0,True,False
VIN140,2018-07-03,2018-07-10,0.916,1.566,0.97,0.449,1.404,0.388,1.894,0.196,0.105,0.05,7,True,7.0,True,False
VIN140,2018-07-10,2018-07-17,0.832,1.908,1.093,0.645,1.72,0.702,1.338,0.093,0.107,0.029,7,True,7.0,True,False
VIN140,2018-07-17,2018-07-24,0.59,1.198,0.657,0.454,1.1,0.452,0.773,0.069,0.08,0.022,7,True,7.0,True,False
VIN140,2018-07-24,2018-07-31,0.482,1.214,0.535,0.536,1.063,0.467,1.214,0.08,0.104,0.02,7,True,7.0,True,False
VIN140,2018-07-31,2018-08-07,1.198,2.334,1.064,0.534,1.581,0.759,1.673,0.086,0.113,0.068,7,True,7.0,True,False
VIN140,2018-08-07,2018-08-14,1.177,1.861,1.18,0.255,1.416,0.483,0.818,0.117,0.081,0.03,7,True,7.0,True,False
VIN140,2018-08-14,2018-08-21,0.775,1.785,0.74,0.466,1.194,0.462,0.604,0.132,0.079,0.068,7,True,7.0,True,False
VIN140,2018-08-21,2018-08-28,1.142,1.608,0.71,0.347,1.046,0.663,0.6,0.146,0.06,0.072,7,True,7.0,True,False
VIN140,2018-08-28,2018-09-04,1.081,1.291,0.773,0.522,1.283,0.395,1.288,0.091,0.093,0.141,7,True,7.0,True,False
VIN140,2018-09-04,2018-09-11,0.779,1.02,0.447,0.412,0.852,0.309,0.988,0.081,0.064,0.075,7,True,7.0,True,False
VIN140,2018-09-11,2018-09-18,0.746,1.767,1.181,0.381,1.543,0.576,0.624,0.085,0.063,0.05,7,True,7.0,True,False
VIN140,2018-09-18,2018-09-25,0.925,1.821,0.458,0.654,1.105,0.507,1.315,0.12,0.099,0.036,7,True,7.0,True,False
VIN140,2018-09-25,2018-10-02,1.36,1.177,0.781,0.56,1.329,0.424,1.058,0.102,0.074,0.033,7,True,7.0,True,False
VIN140,2018-10-02,2018-10-09,1.356,1.922,0.507,1.058,1.557,0.646,1.834,0.17,0.18,0.267,7,True,7.0,True,False
VIN140,2018-10-09,2018-10-16,0.496,0.995,0.195,0.912,1.104,0.413,0.397,0.052,0.047,0.108,7,True,7.0,True,False
VIN140,2018-10-16,2018-10-23,1.622,0.636,0.625,0.595,1.209,0.277,0.879,0.074,0.088,0.03,7,True,7.0,True,False
VIN140,2018-10-23,2018-10-30,1.168,0.724,0.74,1.748,2.476,0.401,1.073,0.091,0.109,0.031,7,True,7.0,True,False
VIN140,2018-10-30,2018-11-06,1.032,0.988,0.54,0.914,1.445,0.442,0.347,0.051,0.036,0.03,7,True,7.0,True,False
VIN140,2018-11-06,2018-11-13,0.864,0.966,0.399,2.002,2.395,0.814,0.686,0.05,0.045,0.026,7,True,7.0,True,False
VIN140,2018-11-13,2018-11-20,0.804,2.372,0.262,5.571,5.829,2.399,0.343,0.061,0.044,0.068,7,True,7.0,True,False
VIN140,2018-11-20,2018-11-27,1.125,1.876,0.605,3.091,3.686,1.387,0.413,0.069,0.046,0.075,7,True,7.0,True,False
VIN140,2018-11-27,2018-12-04,0.982,1.433,0.475,2.076,2.543,0.809,0.425,0.056,0.048,0.089,7,True,7.0,True,False
VIN140,2018-12-04,2018-12-11,1.349,1.606,0.427,5.153,5.574,1.854,0.314,0.058,0.052,0.111,7,True,7.0,True,False
VIN140,2018-12-11,2018-12-18,1.605,0.937,0.598,3.029,3.618,0.971,0.357,0.064,0.039,0.102,7,True,7.0,True,False
VIN140,2018-12-18,2018-12-25,1.867,1.147,0.579,3.105,3.675,1.111,0.349,0.06,0.031,0.056,7,True,7.0,True,False
VIN140,2018-12-25,2019-01-01,1.109,1.505,0.414,1.859,2.266,0.936,0.205,0.048,0.02,0.049,7,True,7.0,True,False
VIN140,2019-01-01,2019-01-08,1.856,1.536,0.673,2.491,3.154,1.096,0.27,0.058,0.027,0.073,7,True,7.0,True,False
VIN140,2019-01-08,2019-01-15,1.184,1.466,0.297,4.384,4.677,1.427,0.581,0.058,0.094,0.148,7,True,7.0,True,False
VIN140,2019-01-15,2019-01-22,1.108,2.126,0.395,3.385,3.774,1.656,0.142,0.046,0.02,0.143,7,True,7.0,True,False
VIN140,2019-01-22,2019-01-29,1.685,1.41,0.346,3.735,4.075,1.445,0.304,0.045,0.036,0.14,7,True,7.0,True,False
VIN140,2019-01-29,2019-02-05,1.768,1.735,0.453,3.953,4.399,1.42,0.455,0.072,0.051,0.264,7,True,7.0,True,False
VIN140,2019-02-05,2019-02-12,0.742,0.988,0.138,1.985,2.12,0.87,0.143,0.043,0.019,0.068,7,True,7.0,True,False
VIN140,2019-02-12,2019-02-19,1.121,1.497,0.507,3.134,3.633,1.319,0.223,0.044,0.039,0.128,7,True,7.0,True,False
VIN140,2019-02-19,2019-02-26,1.086,1.39,0.593,3.146,3.73,1.274,0.292,0.052,0.027,0.063,7,True,7.0,True,False
VIN140,2019-02-26,2019-03-05,1.571,1.675,0.413,5.778,6.185,2.108,0.447,0.056,0.052,0.114,7,True,7.0,True,False
VIN140,2019-03-05,2019-03-12,1.095,1.616,0.379,3.171,3.544,1.287,0.387,0.048,0.039,0.08,7,True,7.0,True,False
VIN140,2019-03-12,2019-03-19,0.954,0.865,0.56,0.748,1.3,0.428,0.406,0.052,0.041,0.066,7,True,7.0,True,False
VIN140,2019-03-19,2019-03-26,1.43,1.221,0.827,2.109,2.922,0.923,0.369,0.061,0.042,0.061,7,True,7.0,True,False
VIN140,2019-03-26,2019-04-02,1.916,0.887,0.989,1.091,2.064,0.455,0.465,0.057,0.052,0.099,7,True,7.0,True,False
VIN140,2019-04-02,2019-04-09,1.211,1.784,1.408,0.777,2.163,0.613,0.474,0.072,0.045,0.048,7,True,7.0,True,False
VIN140,2019-04-09,2019-04-16,0.844,0.613,0.659,0.397,1.045,0.266,0.654,0.054,0.052,0.028,7,True,7.0,True,False
VIN140,2019-04-16,2019-04-23,1.554,0.841,0.988,0.301,1.273,0.319,0.467,0.063,0.049,0.053,7,True,7.0,True,False
VIN140,2019-04-23,2019-04-30,1.04,1.333,0.9,1.234,2.12,0.607,0.458,0.064,0.053,0.049,7,True,7.0,True,False
VIN140,2019-04-30,2019-05-07,1.765,1.247,1.19,0.517,1.687,0.43,0.302,0.071,0.037,0.069,7,True,7.0,True,False
VIN140,2019-05-07,2019-05-14,1.393,1.25,0.777,1.004,1.769,0.587,0.501,0.076,0.053,0.031,7,True,7.0,True,False
VIN140,2019-05-14,2019-05-21,1.358,1.632,0.979,0.666,1.629,0.702,0.996,0.075,0.073,0.039,7,True,7.0,True,False
VIN140,2019-05-21,2019-05-28,0.885,1.931,0.825,0.815,1.627,0.622,0.493,0.111,0.081,0.311,7,True,7.0,True,False
VIN140,2019-05-28,2019-06-04,1.135,1.327,0.67,0.797,1.456,0.547,1.036,0.098,0.098,0.153,7,True,7.0,True,False
VIN140,2019-06-04,2019-06-11,0.521,1.324,0.853,0.571,1.41,0.505,0.758,0.077,0.076,0.03,7,True,7.0,True,False
VIN140,2019-06-11,2019-06-18,0.68,1.124,0.699,0.649,1.337,0.417,1.3,0.092,0.082,0.047,7,True,7.0,True,False
VIN140,2019-06-18,2019-06-25,0.936,1.215,0.801,0.28,1.069,0.446,0.187,0.08,0.03,0.049,7,True,7.0,True,False
VIN140,2019-06-25,2019-07-02,1.621,1.623,1.14,0.444,1.567,0.57,1.695,0.104,0.106,0.054,7,True,7.0,True,False
VIN140,2019-07-02,2019-07-09,0.69,2.055,1.235,0.471,1.686,0.685,0.4,0.201,0.071,0.067,7,True,7.0,True,False
VIN140,2019-07-09,2019-07-16,0.811,1.639,1.199,0.58,1.76,0.527,1.119,0.095,0.112,0.084,7,True,7.0,True,False
VIN140,2019-07-16,2019-07-23,1.067,2.173,0.66,0.694,1.343,0.639,0.835,0.085,0.088,0.229,7,True,7.0,True,False
