SITE_ID,DATEON,DATEOFF,variable_SO2,variable_SO4,variable_HNO3,variable_NO3,variable_TNO3,variable_NH4,variable_CA,variable_K,variable_MG,variable_Sodium,days_on_to_off,valid_on_off,days_to_next,valid_interval,imputation_data
CHE185,2007-07-17,2007-07-24,1.204,4.169,1.342,0.454,1.775,1.301,0.384,0.095,0.062,0.151,7,True,7.0,True,False
CHE185,2007-07-24,2007-07-31,0.851,6.006,1.185,0.138,1.304,1.825,0.293,0.088,0.035,0.047,7,True,7.0,True,False
CHE185,2007-07-31,2007-08-07,1.077,9.961,1.454,0.159,1.59,3.166,0.294,0.099,0.056,0.184,7,True,7.0,True,False
CHE185,2007-08-07,2007-08-14,1.244,3.645,1.338,0.916,2.232,0.635,0.857,0.231,0.184,0.457,7,True,7.0,True,False
CHE185,2007-08-14,2007-08-21,1.295,5.347,1.16,0.502,1.644,1.551,0.467,0.145,0.091,0.255,7,True,7.0,True,False
CHE185,2007-08-21,2007-08-28,1.182,2.35,1.187,0.315,1.483,0.453,0.18,0.091,0.07,0.462,7,True,7.0,True,False
CHE185,2007-08-28,2007-09-04,1.186,4.218,1.307,0.289,1.575,1.448,0.424,0.111,0.043,0.036,7,True,7.0,True,False
CHE185,2007-09-04,2007-09-11,0.992,3.292,0.794,0.379,1.16,1.139,0.171,0.079,0.029,0.108,7,True,7.0,True,False
CHE185,2007-09-11,2007-09-18,1.334,2.515,1.112,0.569,1.663,0.824,0.579,0.101,0.052,0.02,7,True,7.0,True,False
CHE185,2007-09-18,2007-09-25,1.526,5.835,1.461,0.148,1.586,1.84,0.223,0.127,0.043,0.161,7,True,7.0,True,False
CHE185,2007-09-25,2007-10-02,0.918,2.319,1.055,0.268,1.307,0.776,0.221,0.077,0.024,0.045,7,True,7.0,True,False
CHE185,2007-10-02,2007-10-09,0.747,2.838,0.993,0.561,1.538,0.963,0.105,0.091,0.045,0.275,7,True,7.0,True,False
CHE185,2007-10-09,2007-10-16,1.358,1.457,1.024,0.565,1.572,0.451,0.329,0.087,0.036,0.023,7,True,7.0,True,False
CHE185,2007-10-16,2007-10-23,1.444,1.215,0.75,0.629,1.366,0.434,0.406,0.072,0.043,0.129,7,True,7.0,True,False
CHE185,2007-10-23,2007-10-30,1.478,1.396,0.985,1.161,2.131,0.517,0.54,0.058,0.058,0.016,7,True,7.0,True,False
CHE185,2007-10-30,2007-11-06,1.77,2.745,1.321,1.538,2.838,0.756,1.496,0.11,0.096,0.078,7,True,7.0,True,False
CHE185,2007-11-06,2007-11-13,2.46,3.185,1.306,2.054,3.339,0.983,0.891,0.141,0.093,0.261,7,True,7.0,True,False
CHE185,2007-11-13,2007-11-20,1.709,2.595,0.771,1.467,2.225,0.847,0.954,0.096,0.06,0.174,7,True,7.0,True,False
CHE185,2007-11-20,2007-11-27,1.04,2.369,0.284,2.639,2.918,1.465,0.263,0.054,0.032,0.07,7,True,7.0,True,False
CHE185,2007-11-27,2007-12-04,1.785,1.65,1.39,1.173,2.541,0.742,0.327,0.056,0.031,0.081,7,True,7.0,True,False
CHE185,2007-12-04,2007-12-11,1.002,3.138,0.471,3.607,4.07,2.055,0.256,0.077,0.034,0.152,7,True,7.0,True,False
CHE185,2007-12-11,2007-12-18,1.763,1.977,0.719,1.905,2.613,1.233,0.069,0.03,0.007,0.012,7,True,7.0,True,False
CHE185,2007-12-18,2007-12-25,2.296,1.793,1.394,1.336,2.709,0.892,0.189,0.073,0.017,0.062,7,True,7.0,True,False
CHE185,2007-12-25,2008-01-01,1.825,1.675,1.01,2.089,3.084,1.168,0.155,0.042,0.011,0.031,7,True,7.0,True,False
CHE185,2008-01-01,2008-01-08,1.954,2.094,0.803,1.243,2.034,0.729,0.233,0.068,0.063,0.435,7,True,7.0,True,False
CHE185,2008-01-08,2008-01-15,1.178,1.198,0.639,2.288,2.917,0.981,0.232,0.058,0.017,0.03,7,True,7.0,True,False
CHE185,2008-01-15,2008-01-22,1.792,1.148,0.598,2.756,3.345,1.074,0.223,0.056,0.023,0.051,7,True,7.0,True,False
CHE185,2008-01-22,2008-01-29,1.909,2.376,0.897,3.567,4.45,1.665,0.282,0.064,0.025,0.098,7,True,7.0,True,False
CHE185,2008-01-29,2008-02-05,2.099,2.859,1.224,1.687,2.892,0.948,0.36,0.086,0.071,0.388,7,True,7.0,True,False
CHE185,2008-02-05,2008-02-12,1.306,1.7,0.738,2.301,3.027,1.13,0.244,0.057,0.023,0.057,7,True,7.0,True,False
CHE185,2008-02-12,2008-02-19,1.442,2.678,0.689,5.294,5.972,2.274,0.321,0.051,0.028,0.104,7,True,7.0,True,False
CHE185,2008-02-19,2008-02-26,1.316,3.401,0.829,3.724,4.54,2.266,0.197,0.054,0.022,0.072,7,True,7.0,True,False
CHE185,2008-02-26,2008-03-04,1.722,2.06,1.01,1.311,2.305,0.769,0.373,0.08,0.05,0.256,7,True,7.0,True,False
CHE185,2008-03-04,2008-03-11,1.899,3.045,1.053,4.295,5.332,2.044,0.56,0.071,0.044,0.114,7,True,7.0,True,False
CHE185,2008-03-11,2008-03-18,1.581,3.065,1.612,0.805,2.39,1.125,0.266,0.057,0.028,0.071,7,True,7.0,True,False
CHE185,2008-03-18,2008-03-25,2.035,2.43,1.581,0.776,2.331,0.97,0.404,0.054,0.028,0.029,7,True,7.0,True,False
CHE185,2008-03-25,2008-04-01,1.072,4.002,0.709,2.477,3.175,1.665,0.352,0.075,0.076,0.466,7,True,7.0,True,False
CHE185,2008-04-01,2008-04-08,1.096,3.719,2.163,0.368,2.497,1.384,0.181,0.086,0.026,0.047,7,True,7.0,True,False
CHE185,2008-04-08,2008-04-15,0.957,1.981,0.885,0.684,1.555,0.652,0.339,0.067,0.056,0.09,7,True,7.0,True,False
CHE185,2008-04-15,2008-04-22,1.352,3.161,1.074,0.92,1.978,1.071,0.382,0.099,0.079,0.3,7,True,7.0,True,False
CHE185,2008-04-22,2008-04-29,0.772,2.717,0.917,0.333,1.236,0.854,0.262,0.113,0.047,0.165,7,True,7.0,True,False
CHE185,2008-04-29,2008-05-06,1.447,2.307,0.99,0.734,1.708,0.541,0.545,0.103,0.096,0.276,7,True,7.0,True,False
CHE185,2008-05-06,2008-05-13,0.626,2.328,0.987,0.124,1.096,0.777,0.175,0.091,0.033,0.047,7,True,7.0,True,False
CHE185,2008-05-13,2008-05-20,0.992,2.483,1.517,0.44,1.933,0.598,0.728,0.095,0.08,0.122,7,True,7.0,True,False
CHE185,2008-05-20,2008-05-27,0.596,3.234,0.929,0.967,1.881,0.831,0.452,0.152,0.093,0.432,7,True,7.0,True,False
CHE185,2008-05-27,2008-06-03,0.905,3.305,1.134,0.497,1.613,0.976,0.165,0.092,0.052,0.304,7,True,7.0,True,False
CHE185,2008-06-03,2008-06-10,0.909,2.502,0.355,0.954,1.303,0.444,0.234,0.088,0.122,0.874,7,True,7.0,True,False
CHE185,2008-06-10,2008-06-17,0.686,1.959,0.77,0.565,1.323,0.574,0.122,0.081,0.049,0.299,7,True,7.0,True,False
CHE185,2008-06-17,2008-06-24,1.051,2.25,1.118,0.253,1.354,0.733,0.272,0.122,0.033,0.019,7,True,7.0,True,False
CHE185,2008-06-24,2008-07-01,1.29,2.807,1.31,0.209,1.498,0.519,0.322,0.131,0.085,0.352,7,True,7.0,True,False
CHE185,2008-07-01,2008-07-08,1.105,2.96,1.118,0.729,1.83,0.598,0.499,0.504,0.117,0.259,7,True,7.0,True,False
CHE185,2008-07-08,2008-07-15,0.741,1.536,0.794,0.403,1.184,0.273,0.228,0.101,0.066,0.276,7,True,7.0,True,False
CHE185,2008-07-15,2008-07-22,1.527,5.398,1.768,0.096,1.836,1.771,0.309,0.085,0.039,0.072,7,True,7.0,True,False
CHE185,2008-07-22,2008-07-29,1.162,3.336,1.237,0.993,2.21,0.789,0.676,0.131,0.126,0.512,7,True,7.0,True,False
CHE185,2008-07-29,2008-08-05,1.424,4.31,1.808,0.366,2.145,1.2,0.533,0.125,0.078,0.309,7,True,7.0,True,False
CHE185,2008-08-05,2008-08-12,0.506,2.455,0.724,0.359,1.071,0.816,0.24,0.065,0.037,0.096,7,True,7.0,True,False
CHE185,2008-08-12,2008-08-19,0.791,4.062,0.956,0.133,1.073,1.419,0.211,0.082,0.027,0.016,7,True,7.0,True,False
CHE185,2008-08-19,2008-08-26,0.746,4.0,0.944,0.153,1.082,1.322,0.189,0.089,0.033,0.058,7,True,7.0,True,False
CHE185,2008-08-26,2008-09-02,1.127,5.759,1.517,0.115,1.608,1.737,0.315,0.093,0.045,0.102,7,True,7.0,True,False
CHE185,2008-09-02,2008-09-09,0.571,2.228,0.628,0.266,0.884,0.866,0.11,0.072,0.014,0.021,7,True,7.0,True,False
CHE185,2008-09-09,2008-09-16,0.471,3.468,0.934,0.161,1.08,0.978,0.144,0.094,0.051,0.286,7,True,7.0,True,False
CHE185,2008-09-16,2008-09-23,0.677,5.07,1.101,0.125,1.209,1.7,0.198,0.077,0.028,0.068,7,True,7.0,True,False
CHE185,2008-09-23,2008-09-30,0.975,5.25,1.106,0.259,1.347,1.687,0.541,0.091,0.05,0.066,7,True,7.0,True,False
CHE185,2008-09-30,2008-10-07,0.811,2.201,0.724,0.76,1.473,0.701,0.616,0.104,0.048,0.089,7,True,7.0,True,False
CHE185,2008-10-07,2008-10-14,0.838,2.333,0.853,0.26,1.1,0.883,0.109,0.064,0.018,0.044,7,True,7.0,True,False
CHE185,2008-10-14,2008-10-21,0.942,2.294,1.107,0.485,1.575,0.819,0.202,0.071,0.028,0.082,7,True,7.0,True,False
CHE185,2008-10-21,2008-10-28,1.588,1.656,0.965,0.232,1.182,0.532,0.318,0.068,0.027,0.05,7,True,7.0,True,False
CHE185,2008-10-28,2008-11-04,2.689,3.213,1.387,1.234,2.599,1.118,0.514,0.128,0.054,0.221,7,True,7.0,True,False
CHE185,2008-11-04,2008-11-11,1.55,1.783,0.642,0.825,1.457,0.668,0.364,0.089,0.035,0.1,7,True,7.0,True,False
CHE185,2008-11-11,2008-11-18,1.177,1.695,1.148,0.592,1.722,0.72,0.284,0.068,0.022,0.028,7,True,7.0,True,False
CHE185,2008-11-18,2008-11-25,1.853,1.754,0.991,2.232,3.207,0.93,0.829,0.096,0.064,0.123,7,True,7.0,True,False
CHE185,2008-11-25,2008-12-02,2.614,1.502,1.011,3.132,4.127,0.997,1.007,0.133,0.052,0.033,7,True,7.0,True,False
CHE185,2008-12-02,2008-12-09,1.925,1.336,0.853,1.819,2.659,0.599,0.67,0.095,0.048,0.154,7,True,7.0,True,False
CHE185,2008-12-09,2008-12-16,1.58,2.151,0.725,2.121,2.834,1.03,0.328,0.109,0.08,0.485,7,True,7.0,True,False
CHE185,2008-12-16,2008-12-23,1.303,1.622,0.71,2.125,2.824,0.981,0.215,0.063,0.043,0.233,7,True,7.0,True,False
CHE185,2008-12-23,2008-12-30,1.55,1.82,1.114,0.64,1.737,0.618,0.154,0.055,0.037,0.226,7,True,7.0,True,False
CHE185,2008-12-30,2009-01-06,1.522,2.287,0.961,2.341,3.286,1.216,0.345,0.1,0.038,0.125,7,True,7.0,True,False
CHE185,2009-01-06,2009-01-13,2.405,1.556,1.122,2.37,3.474,0.893,0.958,0.089,0.054,0.067,7,True,7.0,True,False
CHE185,2009-01-13,2009-01-20,1.985,1.227,0.847,1.801,2.635,0.745,0.818,0.073,0.044,0.065,7,True,7.0,True,False
CHE185,2009-01-20,2009-01-27,1.3078,1.3736,0.7535,2.1619,2.9034,0.9636,0.4707,0.0789,0.0314,0.0765,7,True,7.0,True,True
CHE185,2009-01-27,2009-02-03,1.3828,1.88,0.787,2.2401,3.0146,1.144,0.3701,0.0656,0.033,0.1381,7,True,7.0,True,True
CHE185,2009-02-03,2009-02-10,2.127,2.199,0.831,1.79,2.608,0.641,0.479,0.15,0.121,0.813,7,True,7.0,True,False
CHE185,2009-02-10,2009-02-17,1.34,2.696,0.814,2.18,2.981,1.453,0.223,0.297,0.03,0.099,7,True,7.0,True,False
CHE185,2009-02-17,2009-02-24,1.451,1.601,1.081,1.17,2.234,0.809,0.619,0.086,0.039,0.031,7,True,7.0,True,False
CHE185,2009-02-24,2009-03-03,1.466,2.909,0.721,3.675,4.385,1.735,0.508,0.111,0.086,0.415,7,True,7.0,True,False
CHE185,2009-03-03,2009-03-10,1.837,3.719,0.935,2.064,2.984,1.111,0.592,0.182,0.175,1.082,7,True,7.0,True,False
CHE185,2009-03-10,2009-03-17,0.702,2.127,0.995,1.892,2.87,1.175,0.205,0.092,0.034,0.115,7,True,7.0,True,False
CHE185,2009-03-17,2009-03-24,1.627,2.334,1.53,0.768,2.274,0.854,0.288,0.101,0.067,0.315,7,True,7.0,True,False
CHE185,2009-03-24,2009-03-31,0.727,1.371,0.732,0.614,1.334,0.538,0.239,0.081,0.035,0.066,7,True,7.0,True,False
CHE185,2009-03-31,2009-04-07,0.986,1.73,0.912,0.499,1.396,0.666,0.403,0.074,0.04,0.059,7,True,7.0,True,False
CHE185,2009-04-07,2009-04-14,0.98,2.204,1.191,1.02,2.192,0.718,0.524,0.111,0.055,0.069,7,True,7.0,True,False
CHE185,2009-04-14,2009-04-21,1.253,2.693,1.427,0.406,1.81,1.04,0.232,0.065,0.033,0.034,7,True,7.0,True,False
CHE185,2009-04-21,2009-04-28,1.247,3.219,0.739,1.472,2.199,0.936,0.361,0.177,0.139,0.876,7,True,7.0,True,False
CHE185,2009-04-28,2009-05-05,0.27,1.911,0.384,0.634,1.013,0.714,0.07,0.079,0.037,0.212,7,True,7.0,True,False
CHE185,2009-05-05,2009-05-12,0.606,3.266,0.691,0.537,1.216,1.071,0.133,0.111,0.042,0.213,7,True,7.0,True,False
CHE185,2009-05-12,2009-05-19,0.589,1.944,0.657,0.446,1.092,0.624,0.142,0.098,0.046,0.198,7,True,7.0,True,False
CHE185,2009-05-19,2009-05-26,0.703,2.659,0.868,0.391,1.245,0.864,0.166,0.112,0.04,0.115,7,True,7.0,True,False
CHE185,2009-05-26,2009-06-02,1.576,1.848,1.264,0.324,1.569,0.674,0.412,0.068,0.03,0.019,7,True,7.0,True,False
CHE185,2009-06-02,2009-06-09,0.953,3.187,1.158,0.364,1.504,1.051,0.292,0.073,0.043,0.091,7,True,7.0,True,False
CHE185,2009-06-09,2009-06-16,0.542,2.184,0.878,0.383,1.247,0.536,0.187,0.106,0.055,0.305,7,True,7.0,True,False
CHE185,2009-06-16,2009-06-23,1.106,2.856,0.755,0.758,1.501,0.657,0.335,0.081,0.081,0.469,7,True,7.0,True,False
CHE185,2009-06-23,2009-06-30,0.613,3.647,1.185,0.14,1.305,1.116,0.464,0.094,0.047,0.086,7,True,7.0,True,False
CHE185,2009-06-30,2009-07-07,0.504,2.102,0.709,0.423,1.121,0.459,0.56,0.201,0.052,0.024,7,True,7.0,True,False
CHE185,2009-07-07,2009-07-14,0.6783,2.357,0.9759,0.5222,1.4826,0.6427,0.3695,0.1002,0.064,0.215,7,True,7.0,True,True
CHE185,2009-07-14,2009-07-21,0.71,1.88,0.769,0.557,1.314,0.586,0.553,0.134,0.06,0.14,7,True,7.0,True,False
CHE185,2009-07-21,2009-07-28,0.827,2.534,0.935,0.366,1.285,0.644,0.463,0.116,0.062,0.077,7,True,7.0,True,False
CHE185,2009-07-28,2009-08-04,0.714,1.85,0.948,0.513,1.446,0.545,0.343,0.106,0.052,0.15,7,True,7.0,True,False
CHE185,2009-08-04,2009-08-11,0.702,2.736,0.874,0.771,1.631,0.698,0.361,0.108,0.07,0.28,7,True,7.0,True,False
CHE185,2009-08-11,2009-08-18,0.64,2.949,1.036,0.301,1.321,1.032,0.185,0.08,0.029,0.055,7,True,7.0,True,False
CHE185,2009-08-18,2009-08-25,0.705,1.601,0.68,0.196,0.865,0.565,0.178,0.112,0.023,0.038,7,True,7.0,True,False
CHE185,2009-08-25,2009-09-01,0.619,3.016,1.017,0.147,1.148,0.961,0.343,0.08,0.034,0.025,7,True,7.0,True,False
CHE185,2009-09-01,2009-09-08,0.664,4.335,1.082,0.082,1.147,1.393,0.19,0.19,0.023,0.017,7,True,7.0,True,False
CHE185,2009-09-08,2009-09-15,0.315,4.658,0.49,0.403,0.886,1.834,0.099,0.121,0.019,0.031,7,True,7.0,True,False
CHE185,2009-09-15,2009-09-22,0.907,5.163,1.022,0.313,1.319,1.774,0.205,0.115,0.033,0.019,7,True,7.0,True,False
CHE185,2009-09-22,2009-09-29,0.77,1.058,0.737,0.22,0.946,0.34,0.298,0.075,0.026,0.017,7,True,7.0,True,False
CHE185,2009-09-29,2009-10-06,0.646,1.043,0.349,0.477,0.821,0.322,0.418,0.232,0.04,0.036,7,True,7.0,True,False
CHE185,2009-10-06,2009-10-13,0.301,1.298,0.257,0.533,0.786,0.491,0.084,0.081,0.019,0.093,7,True,7.0,True,False
CHE185,2009-10-13,2009-10-20,0.645,1.313,0.698,0.295,0.981,0.523,0.07,0.038,0.008,0.018,7,True,7.0,True,False
CHE185,2009-10-20,2009-10-27,0.723,1.272,0.424,0.424,0.841,0.473,0.077,0.056,0.018,0.105,7,True,7.0,True,False
CHE185,2009-10-27,2009-11-03,1.121,0.911,0.705,0.181,0.874,0.36,0.169,0.035,0.013,0.02,7,True,7.0,True,False
CHE185,2009-11-03,2009-11-10,1.41,2.743,0.927,1.237,2.15,0.794,0.477,0.126,0.068,0.313,7,True,7.0,True,False
CHE185,2009-11-10,2009-11-17,1.962,4.178,1.37,1.868,3.216,1.713,0.416,0.094,0.056,0.171,7,True,7.0,True,False
CHE185,2009-11-17,2009-11-24,1.845,2.989,1.559,1.271,2.805,1.282,0.264,0.082,0.026,0.031,7,True,7.0,True,False
CHE185,2009-11-24,2009-12-01,1.31,1.123,0.527,1.553,2.072,0.588,0.499,0.057,0.033,0.064,7,True,7.0,True,False
CHE185,2009-12-01,2009-12-08,0.944,1.442,0.363,1.995,2.353,0.904,0.533,0.052,0.031,0.021,7,True,7.0,True,False
CHE185,2009-12-08,2009-12-15,0.993,1.534,0.371,2.364,2.729,1.117,0.271,0.073,0.025,0.076,7,True,7.0,True,False
CHE185,2009-12-15,2009-12-22,1.559,2.112,0.944,4.429,5.357,1.636,0.591,0.285,0.032,0.049,7,True,7.0,True,False
CHE185,2009-12-22,2009-12-29,1.16,1.203,0.284,1.43,1.709,0.714,0.189,0.071,0.023,0.069,7,True,7.0,True,False
CHE185,2009-12-29,2010-01-05,1.567,2.084,0.368,5.059,5.42,2.24,0.115,0.056,0.013,0.055,7,True,7.0,True,False
CHE185,2010-01-05,2010-01-12,2.169,1.763,0.413,4.601,5.008,1.779,0.336,0.083,0.036,0.188,7,True,7.0,True,False
CHE185,2010-01-12,2010-01-19,1.472,2.648,0.705,3.907,4.6,2.106,0.139,0.089,0.014,0.05,7,True,7.0,True,False
CHE185,2010-01-19,2010-01-26,0.974,2.066,0.632,0.988,1.609,0.875,0.244,0.053,0.034,0.097,7,True,7.0,True,False
CHE185,2010-01-26,2010-02-02,1.484,2.631,0.44,3.804,4.237,1.999,0.177,0.054,0.017,0.043,7,True,7.0,True,False
CHE185,2010-02-02,2010-02-09,1.029,2.679,0.513,2.718,3.222,1.797,0.067,0.041,0.006,0.017,7,True,7.0,True,False
CHE185,2010-02-09,2010-02-16,1.515,2.139,0.548,2.572,3.112,1.445,0.243,0.049,0.013,0.033,7,True,7.0,True,False
CHE185,2010-02-16,2010-02-23,1.641,1.607,1.002,1.658,2.644,0.842,0.398,0.075,0.023,0.06,7,True,7.0,True,False
CHE185,2010-02-23,2010-03-02,1.07,1.499,0.593,3.558,4.141,1.389,0.391,0.081,0.028,0.037,7,True,7.0,True,False
CHE185,2010-03-02,2010-03-09,1.2033,2.0282,0.9,2.0336,2.9194,1.107,0.5454,0.0876,0.049,0.1565,7,True,7.0,True,True
CHE185,2010-03-09,2010-03-16,1.304,2.274,0.436,1.478,1.907,1.175,0.22,0.039,0.015,0.036,7,True,7.0,True,False
CHE185,2010-03-16,2010-03-23,1.156,2.863,1.216,1.18,2.377,1.26,0.233,0.0913,0.018,0.022,7,True,7.0,True,True
CHE185,2010-03-23,2010-03-30,0.953,1.942,1.421,0.299,1.697,0.517,0.312,0.072,0.048,0.087,7,True,7.0,True,False
CHE185,2010-03-30,2010-04-06,1.407,3.577,1.169,0.67,1.82,0.815,0.455,0.127,0.09,0.405,7,True,7.0,True,False
CHE185,2010-04-06,2010-04-13,1.622,2.103,1.56,0.529,2.064,0.768,0.429,0.123,0.064,0.16,7,True,7.0,True,False
CHE185,2010-04-13,2010-04-20,0.884,1.949,0.851,1.193,2.031,0.634,0.334,0.106,0.074,0.258,7,True,7.0,True,False
CHE185,2010-04-20,2010-04-27,1.079,2.66,0.84,0.688,1.514,0.965,0.357,0.088,0.059,0.072,7,True,7.0,True,False
CHE185,2010-04-27,2010-05-04,0.802,1.649,0.783,0.46,1.231,0.467,0.413,0.122,0.049,0.116,7,True,7.0,True,False
CHE185,2010-05-04,2010-05-11,1.188,1.864,0.665,0.767,1.421,0.622,0.741,0.076,0.054,0.13,7,True,7.0,True,False
CHE185,2010-05-11,2010-05-18,0.409,2.451,0.803,0.514,1.305,0.591,0.127,0.136,0.062,0.411,7,True,7.0,True,False
CHE185,2010-05-18,2010-05-25,0.657,2.391,0.795,0.426,1.208,0.758,0.138,0.103,0.044,0.234,7,True,7.0,True,False
CHE185,2010-05-25,2010-06-01,0.75,3.902,1.256,0.179,1.415,1.257,0.352,0.103,0.041,0.081,7,True,7.0,True,False
CHE185,2010-06-01,2010-06-08,0.629,2.874,0.924,0.277,1.186,0.986,0.244,0.09,0.033,0.089,7,True,7.0,True,False
CHE185,2010-06-08,2010-06-15,0.78,3.258,0.669,0.76,1.418,0.766,0.232,0.114,0.096,0.513,7,True,7.0,True,False
CHE185,2010-06-15,2010-06-22,0.97,2.926,1.001,0.328,1.313,0.78,0.205,0.128,0.059,0.339,7,True,7.0,True,False
CHE185,2010-06-22,2010-06-29,0.799,3.098,1.243,0.141,1.365,0.972,0.196,0.083,0.034,0.147,7,True,7.0,True,False
CHE185,2010-06-29,2010-07-06,1.149,3.256,1.018,0.47,1.472,1.043,0.263,0.162,0.057,0.13,7,True,7.0,True,False
CHE185,2010-07-06,2010-07-13,0.445,1.533,0.596,0.396,0.982,0.408,0.153,0.11,0.042,0.134,7,True,7.0,True,False
CHE185,2010-07-13,2010-07-20,0.958,3.197,0.785,1.227,1.999,0.741,0.497,0.139,0.105,0.437,7,True,7.0,True,False
CHE185,2010-07-20,2010-07-27,0.806,2.823,0.583,1.206,1.78,0.519,0.428,0.161,0.127,0.701,7,True,7.0,True,False
CHE185,2010-07-27,2010-08-03,0.647,2.357,0.869,0.864,1.719,0.575,0.535,0.106,0.083,0.362,7,True,7.0,True,False
CHE185,2010-08-03,2010-08-10,0.742,2.793,1.102,0.282,1.367,0.823,0.455,0.072,0.041,0.119,7,True,7.0,True,False
CHE185,2010-08-10,2010-08-17,0.935,2.944,1.19,0.323,1.494,1.087,0.492,0.203,0.047,0.122,7,True,7.0,True,False
CHE185,2010-08-17,2010-08-24,1.156,3.616,1.609,0.365,1.949,1.216,0.431,0.077,0.048,0.13,7,True,7.0,True,False
CHE185,2010-08-24,2010-08-31,0.96,2.075,0.857,0.414,1.257,0.697,0.691,0.198,0.078,0.071,7,True,7.0,True,False
CHE185,2010-08-31,2010-09-07,1.278,1.702,1.01,0.279,1.274,0.516,0.198,0.084,0.041,0.18,7,True,7.0,True,False
CHE185,2010-09-07,2010-09-14,0.576,1.473,0.477,0.37,0.839,0.428,0.154,0.105,0.044,0.158,7,True,7.0,True,False
CHE185,2010-09-14,2010-09-21,0.949,3.232,1.29,0.194,1.463,1.11,0.262,0.182,0.042,0.098,7,True,7.0,True,False
CHE185,2010-09-21,2010-09-28,0.97,2.511,0.797,0.516,1.301,0.563,0.207,0.141,0.07,0.454,7,True,7.0,True,False
CHE185,2010-09-28,2010-10-05,0.688,1.054,0.619,0.543,1.152,0.339,0.848,0.064,0.073,0.02,7,True,7.0,True,False
CHE185,2010-10-05,2010-10-12,1.542,1.957,1.335,0.325,1.639,0.345,0.64,0.111,0.035,0.035,7,True,7.0,True,False
CHE185,2010-10-12,2010-10-19,1.293,1.662,0.913,0.596,1.494,0.507,0.933,0.111,0.093,0.041,7,True,7.0,True,False
CHE185,2010-10-19,2010-10-26,1.16,3.097,0.847,0.554,1.387,0.958,0.435,0.106,0.053,0.15,7,True,7.0,True,False
CHE185,2010-10-26,2010-11-02,1.821,1.259,0.76,0.712,1.46,0.504,0.687,0.092,0.039,0.056,7,True,7.0,True,False
CHE185,2010-11-02,2010-11-09,2.652,0.946,0.938,0.631,1.554,0.406,1.006,0.094,0.057,0.045,7,True,7.0,True,False
CHE185,2010-11-09,2010-11-16,1.377,1.918,0.692,0.761,1.442,0.719,0.167,0.071,0.034,0.197,7,True,7.0,True,False
CHE185,2010-11-16,2010-11-23,1.133,2.984,1.241,0.863,2.084,1.119,0.229,0.062,0.04,0.242,7,True,7.0,True,False
CHE185,2010-11-23,2010-11-30,1.48,1.506,0.784,0.953,1.725,0.595,0.373,0.063,0.045,0.198,7,True,7.0,True,False
CHE185,2010-11-30,2010-12-07,1.869,1.632,0.609,2.884,3.484,1.114,1.322,0.093,0.052,0.053,7,True,7.0,True,False
CHE185,2010-12-07,2010-12-14,2.444,2.013,0.616,2.962,3.568,1.374,1.032,0.127,0.054,0.085,7,True,7.0,True,False
CHE185,2010-12-14,2010-12-21,1.936,2.584,0.563,5.114,5.668,1.574,0.808,0.129,0.078,0.35,7,True,7.0,True,False
CHE185,2010-12-21,2010-12-28,1.454,3.341,0.403,4.65,5.047,2.366,0.55,0.068,0.031,0.066,7,True,7.0,True,False
CHE185,2010-12-28,2011-01-04,2.016,1.823,0.599,1.108,1.697,0.744,0.248,0.078,0.041,0.232,7,True,7.0,True,False
CHE185,2011-01-04,2011-01-11,2.41,1.183,0.779,1.578,2.345,0.654,0.764,0.052,0.043,0.05,7,True,7.0,True,False
CHE185,2011-01-11,2011-01-18,2.669,2.57,0.703,6.477,7.169,2.644,0.309,0.083,0.024,0.089,7,True,7.0,True,False
CHE185,2011-01-18,2011-01-25,1.376,2.636,0.458,6.183,6.634,2.713,0.236,0.064,0.014,0.052,7,True,7.0,True,False
CHE185,2011-01-25,2011-02-01,1.699,2.025,1.136,3.94,5.058,1.576,0.717,0.089,0.036,0.087,7,True,7.0,True,False
CHE185,2011-02-01,2011-02-08,1.439,2.334,0.295,4.793,5.083,2.218,0.186,0.06,0.017,0.069,7,True,7.0,True,False
CHE185,2011-02-08,2011-02-15,2.04,1.096,1.465,1.152,2.594,0.582,0.385,0.066,0.021,0.09,7,True,7.0,True,False
CHE185,2011-02-15,2011-02-22,0.903,3.925,0.746,2.189,2.923,1.427,0.392,0.111,0.104,0.723,7,True,7.0,True,False
CHE185,2011-02-22,2011-03-01,0.969,3.721,1.2,1.911,3.092,1.559,0.336,0.1,0.067,0.33,7,True,7.0,True,False
CHE185,2011-03-01,2011-03-08,1.053,3.394,1.1,3.24,4.323,1.959,0.237,0.104,0.047,0.211,7,True,7.0,True,False
CHE185,2011-03-08,2011-03-15,1.095,2.352,1.318,1.097,2.394,0.954,0.336,0.08,0.048,0.205,7,True,7.0,True,False
CHE185,2011-03-15,2011-03-22,1.339,3.966,1.085,1.632,2.699,1.271,0.37,0.117,0.107,0.682,7,True,7.0,True,False
CHE185,2011-03-22,2011-03-29,0.823,3.287,0.376,2.947,3.317,1.8,0.482,0.092,0.065,0.303,7,True,7.0,True,False
CHE185,2011-03-29,2011-04-05,0.9,4.096,2.463,0.372,2.795,1.566,0.346,0.093,0.036,0.088,7,True,7.0,True,False
CHE185,2011-04-05,2011-04-12,1.134,3.301,0.808,1.305,2.1,0.817,0.774,0.181,0.128,0.702,7,True,7.0,True,False
