network,SITE_ID,siteName,status,startDate,stopDate,county,state,LATITUDE,LONGITUDE,elevation,stateName,siteClass
NTN,PA00,Arendtsville,A,1/26/99,,Adams,PA,39.9231,-77.3078,269,Pennsylvania,R
NTN,PA15,Penn State,A,6/7/83,,Centre,PA,40.7883,-77.9458,393,Pennsylvania,S
NTN,PA18,Young Woman's Creek,A,4/20/99,,Clinton,PA,41.4142,-77.6799,272,Pennsylvania,I
NTN,PA29,Kane Experimental Forest,A,7/18/78,,Elk,PA,41.5978,-78.7675,618,Pennsylvania,R
NTN,PA42,Leading Ridge,A,4/25/79,,Huntingdon,PA,40.6575,-77.9397,287,Pennsylvania,R
NTN,PA72,Milford,A,12/27/83,,Pike,PA,41.3273,-74.8199,212,Pennsylvania,R
NTN,PR20,El Verde,A,2/12/85,,Rio Grande,PR,18.3206,-65.82,380,Puerto Rico,P
NTN,SC06,Santee National Wildlife Refuge,A,7/19/84,,Clarendon,SC,33.5394,-80.435,24,South Carolina,R
NTN,SD04,Wind Cave National Park-Elk Mountain,A,11/5/02,,Custer,SD,43.5577,-103.484,1292,South Dakota,I
NTN,SD08,Cottonwood,A,10/11/83,,Jackson,SD,43.9461,-101.8552,733,South Dakota,I
NTN,SD99,Huron Well Field,A,11/29/83,,Beadle,SD,44.355,-98.2917,398,South Dakota,R
NTN,SK20,Cactus Lake,A,2/14/12,,,SK,52.0229,-109.8615,784,Saskatchewan,I
NTN,SK31,Fox Valley,A,6/14/16,,,SK,50.4606,-109.4622,718,Saskatchewan,I
NTN,TN04,Speedwell,A,1/26/99,,Claiborne,TN,36.4698,-83.8272,384,Tennessee,R
NTN,TN11,Great Smoky Mountains National Park-Elkmont,A,8/12/80,,Sevier,TN,35.6645,-83.5903,640,Tennessee,R
NTN,TX03,Beeville,A,2/7/84,,Bee,TX,28.4667,-97.7069,82,Texas,R
NTN,TX04,Big Bend National Park - K-Bar,A,4/10/80,,Brewster,TX,29.3025,-103.1781,1056,Texas,I
NTN,TX10,Attwater Prairie Chicken National Wildlife Refuge,A,7/3/84,,Colorado,TX,29.6614,-96.2594,54,Texas,R
NTN,TX16,Sonora,A,6/26/84,,Edwards,TX,30.2613,-100.5551,696,Texas,I
NTN,TX22,Guadalupe Mountains National Park Frijole Ranger Station,A,6/5/84,,Culberson,TX,31.9069,-104.805,1705,Texas,I
NTN,TX41,Alabama-Coushatta,A,3/1/22,,Polk,TX,30.7015,-94.674,105,Texas,I
NTN,TX43,Ca??nceta,A,7/24/07,,Randall,TX,34.88,-101.665,1057,Texas,I
NTN,TX56,L.B.J. National Grasslands,A,9/20/83,,Wise,TX,33.3917,-97.6397,312,Texas,R
NTN,UT01,Logan,A,12/6/83,,Cache,UT,41.6661,-111.8914,1370,Utah,S
NTN,UT09,Canyonlands National Park-Island in the Sky,A,11/11/97,,San Juan,UT,38.4584,-109.821,1797,Utah,I
NTN,UT95,East McKee,A,12/5/17,,Daggett,UT,40.7543,-109.4671,2569,Utah,I
NTN,UT98,Green River,A,4/25/85,,Emery,UT,39.0001,-110.174,1256,Utah,I
NTN,UT99,Bryce Canyon National Park-Repeater Hill,A,1/29/85,,Garfield,UT,37.6186,-112.1728,2477,Utah,I
NTN,VA13,Blue Grass Trail,A,7/25/78,,Giles,VA,37.3232,-80.4572,652,Virginia,R
NTN,VA24,Prince Edward,A,1/26/99,,Prince Edward,VA,37.1652,-78.3073,150,Virginia,R
NTN,VA28,Shenandoah National Park-Big Meadows,A,5/12/81,,Madison,VA,38.5231,-78.4348,1072,Virginia,R
NTN,VA99,Natural Bridge Station,A,7/2/02,,Rockbridge,VA,37.6265,-79.5126,282,Virginia,R
NTN,VI01,Virgin Islands National Park-Lind Point,A,4/14/98,,St. John,VI,18.3362,-64.7962,56,Virgin Islands,I
NTN,VT01,Bennington,A,4/28/81,,Bennington,VT,42.8761,-73.1633,305,Vermont,R
NTN,VT99,Underhill,A,6/12/84,,Chittenden,VT,44.5283,-72.8684,399,Vermont,R
NTN,WA04,Confederated Tribes of the Umatilla Indian Reservation,A,12/27/22,,Columbia,WA,46.2026,-117.9539,681,Washington,I
NTN,WA14,Olympic National Park-Hoh Ranger Station,A,5/20/80,,Jefferson,WA,47.8597,-123.9325,182,Washington,I
NTN,WA19,North Cascades National Park-Marblemount Ranger Station,A,2/7/84,,Skagit,WA,48.5403,-121.446,124,Washington,I
NTN,WA21,La Grande,A,4/24/84,,Pierce,WA,46.8353,-122.2867,617,Washington,R
NTN,WA24,Palouse Conservation Farm,A,8/20/85,,Whitman,WA,46.7606,-117.1847,766,Washington,R
NTN,WA98,Columbia River Gorge,A,5/7/02,,Skamania,WA,45.5694,-122.21,233,Washington,R
NTN,WA99,Mount Rainier National Park-Tahoma Woods,A,10/26/99,,Pierce,WA,46.7582,-122.1243,424,Washington,I
NTN,WI06,UW Arboretum,A,2/11/19,,Dane,WI,43.041,-89.428,265,Wisconsin,U
NTN,WI10,Potawatomi,A,6/7/05,,Forest,WI,45.5648,-88.8083,570,Wisconsin,I
NTN,WI31,Devil's Lake,A,1/7/14,,Sauk,WI,43.4352,-89.6801,389,Wisconsin,R
NTN,WI35,Perkinstown,A,1/26/99,,Taylor,WI,45.2064,-90.5978,472,Wisconsin,I
NTN,WI36,Trout Lake,A,1/22/80,,Vilas,WI,46.0512,-89.6541,509,Wisconsin,I
NTN,WI37,Spooner,A,6/3/80,,Washburn,WI,45.8228,-91.8744,331,Wisconsin,R
NTN,WI92,Chequamegon Bay,A,11/8/22,,Bayfield,WI,46.583,-90.9676,,Wisconsin,R
NTN,WV04,Babcock State Park,A,9/6/83,,Fayette,WV,37.9796,-80.9525,753,West Virginia,R
NTN,WV05,Cedar Creek State Park,A,1/26/99,,Gilmer,WV,38.8794,-80.8476,210,West Virginia,R
NTN,WV18,Parsons,A,7/5/78,,Tucker,WV,39.0897,-79.6622,505,West Virginia,I
NTN,WY00,Snowy Range,A,4/22/86,,Albany,WY,41.3762,-106.26,3269,Wyoming,I
NTN,WY06,Pinedale,A,1/26/82,,Sublette,WY,42.929,-109.7875,2388,Wyoming,I
NTN,WY08,Yellowstone National Park-Tower Falls,A,6/5/80,,Park,WY,44.9166,-110.4203,1912,Wyoming,I
NTN,WY94,Grand Tetons National Park,A,9/27/11,,Teton,WY,43.6709,-110.5995,2105,Wyoming,I
NTN,WY95,Brooklyn Lake,A,9/22/92,,Albany,WY,41.3647,-106.2408,3181,Wyoming,I
NTN,WY97,South Pass City,A,4/30/85,,Fremont,WY,42.4944,-108.832,2524,Wyoming,I
NTN,WY98,Gypsum Creek,A,12/26/84,,Sublette,WY,43.2227,-109.9917,2428,Wyoming,I
